teachingHoursId,Course Instance,Teacher Id,Assigned Hours,Reported Hours
9820,I-3930,19560612-0010,240.0,243.0
9821,I-3930,19760108-0050,100.0,112.0
9822,I-3930,19920917-0109,140.0,152.0
9823,I-3931,19620424-0026,260.0,267.0
9824,I-3931,19770713-0042,100.0,112.0
9825,I-3931,19900701-0113,100.0,106.0
9826,I-3932,19570828-0008,280.0,282.0
9827,I-3932,19751018-0039,100.0,110.0
9828,I-3932,19900511-0134,120.0,129.0
9829,I-3933,19561222-0030,280.0,285.0
9830,I-3933,19780815-0047,120.0,116.0
9831,I-3934,19580218-0007,260.0,271.0
9832,I-3934,19761009-0055,120.0,124.0
9833,I-3935,19660630-0020,260.0,259.0
9834,I-3935,19780815-0047,140.0,153.0
9835,I-3935,19930326-0132,120.0,108.0
9836,I-3936,19690513-0015,240.0,257.0
9837,I-3936,19781217-0053,120.0,117.0
9838,I-3937,19580515-0017,240.0,242.0
9839,I-3937,19780602-0035,120.0,137.0
9840,I-3938,19620831-0024,280.0,262.0
9841,I-3938,19780424-0057,120.0,116.0
9842,I-3939,19660630-0020,260.0,279.0
9843,I-3939,19790618-0048,100.0,117.0
9844,I-3940,19690408-0009,260.0,240.0
9845,I-3940,19780424-0057,100.0,89.0
9846,I-3940,19900909-0123,100.0,94.0
9847,I-3941,19680712-0028,260.0,241.0
9848,I-3941,19780815-0047,120.0,119.0
9849,I-3941,19900909-0123,100.0,99.0
9850,I-3942,19610620-0006,260.0,279.0
9851,I-3942,19780424-0057,140.0,123.0
9852,I-3943,19620522-0023,260.0,242.0
9853,I-3943,19771013-0040,140.0,123.0
9854,I-3944,19560612-0010,280.0,282.0
9855,I-3944,19781130-0054,120.0,102.0
9856,I-3945,19580515-0017,260.0,243.0
9857,I-3945,19780602-0035,100.0,112.0
9858,I-3946,19610620-0006,280.0,296.0
9859,I-3946,19790426-0049,140.0,156.0
9860,I-3946,19931212-0079,100.0,84.0
9861,I-3947,19580515-0017,280.0,285.0
9862,I-3947,19750417-0051,100.0,94.0
9863,I-3947,19900902-0090,100.0,83.0
9864,I-3948,19610918-0027,280.0,275.0
9865,I-3948,19790708-0041,140.0,135.0
9866,I-3949,19630126-0001,240.0,232.0
9867,I-3949,19781217-0053,120.0,122.0
9868,I-3949,19910214-0084,140.0,139.0
9869,I-3950,19560705-0025,280.0,275.0
9870,I-3950,19760524-0046,140.0,160.0
9871,I-3951,19580218-0007,280.0,270.0
9872,I-3951,19750102-0059,100.0,89.0
9873,I-3951,19930414-0106,140.0,125.0
9874,I-3952,19570615-0011,260.0,251.0
9875,I-3952,19760108-0050,100.0,110.0
9876,I-3952,19930414-0106,140.0,120.0
9877,I-3953,19570615-0011,260.0,258.0
9878,I-3953,19761024-0034,120.0,111.0
9879,I-3954,19561222-0030,280.0,286.0
9880,I-3954,19750417-0051,100.0,81.0
9881,I-3954,19920917-0109,100.0,104.0
9882,I-3955,19580218-0007,260.0,280.0
9883,I-3955,19781125-0031,100.0,105.0
9884,I-3956,19600529-0021,240.0,256.0
9885,I-3956,19750122-0056,100.0,82.0
9886,I-3956,19900128-0095,100.0,108.0
9887,I-3957,19590129-0004,240.0,246.0
9888,I-3957,19781125-0031,120.0,139.0
9889,I-3957,19900201-0074,120.0,137.0
9890,I-3958,19610620-0006,280.0,266.0
9891,I-3958,19790426-0049,100.0,104.0
9892,I-3958,19930221-0139,100.0,118.0
9893,I-3959,19690513-0015,280.0,273.0
9894,I-3959,19781217-0053,100.0,85.0
9895,I-3959,19921218-0101,140.0,145.0
9896,I-3960,19690408-0009,260.0,250.0
9897,I-3960,19750512-0043,140.0,158.0
9898,I-3961,19680712-0028,280.0,265.0
9899,I-3961,19761020-0044,120.0,140.0
9900,I-3962,19690917-0022,240.0,232.0
9901,I-3962,19790717-0045,140.0,140.0
9902,I-3962,19930508-0061,120.0,116.0
9903,I-3963,19620424-0026,260.0,259.0
9904,I-3963,19761024-0034,140.0,126.0
9905,I-3964,19580218-0007,240.0,244.0
9906,I-3964,19790702-0038,100.0,88.0
9907,I-3964,19920504-0093,120.0,119.0
9908,I-3965,19600905-0003,260.0,274.0
9909,I-3965,19771013-0040,120.0,108.0
9910,I-3966,19570828-0008,240.0,233.0
9911,I-3966,19770713-0042,100.0,117.0
9912,I-3966,19931231-0099,120.0,138.0
9913,I-3967,19611219-0014,280.0,279.0
9914,I-3967,19750906-0032,100.0,80.0
9915,I-3967,19900909-0123,100.0,113.0
9916,I-3968,19690917-0022,240.0,260.0
9917,I-3968,19761024-0034,140.0,147.0
9918,I-3968,19900701-0113,140.0,139.0
9919,I-3969,19580515-0017,280.0,289.0
9920,I-3969,19750417-0051,120.0,126.0
9921,I-3969,19930508-0061,140.0,145.0
9922,I-3970,19570826-0012,240.0,256.0
9923,I-3970,19770224-0058,120.0,115.0
9924,I-3970,19900426-0089,140.0,147.0
9925,I-3971,19620831-0024,240.0,241.0
9926,I-3971,19751018-0039,140.0,146.0
9927,I-3971,19900426-0089,120.0,112.0
9928,I-3972,19600814-0002,280.0,261.0
9929,I-3972,19770224-0058,140.0,150.0
9930,I-3972,19910421-0067,100.0,97.0
9931,I-3973,19561222-0030,280.0,260.0
9932,I-3973,19781130-0054,100.0,120.0
9933,I-3974,19690917-0022,260.0,250.0
9934,I-3974,19750722-0060,100.0,109.0
9935,I-3974,19900430-0112,140.0,128.0
9936,I-3975,19650303-0019,240.0,245.0
9937,I-3975,19761009-0055,120.0,103.0
9938,I-3975,19931226-0118,120.0,117.0
9939,I-3976,19570828-0008,280.0,292.0
9940,I-3976,19780815-0047,100.0,83.0
9941,I-3976,19930302-0135,140.0,141.0
9942,I-3977,19610620-0006,240.0,258.0
9943,I-3977,19770713-0042,120.0,115.0
9944,I-3978,19570828-0008,280.0,292.0
9945,I-3978,19790708-0041,100.0,110.0
9946,I-3979,19561222-0030,260.0,260.0
9947,I-3979,19750102-0059,140.0,139.0
9948,I-3979,19900430-0112,100.0,87.0
9949,I-3980,19561222-0030,280.0,300.0
9950,I-3980,19750220-0037,100.0,100.0
9951,I-3980,19900426-0089,140.0,157.0
9952,I-3981,19610623-0005,280.0,289.0
9953,I-3981,19771013-0040,100.0,94.0
9954,I-3982,19560705-0025,260.0,242.0
9955,I-3982,19790708-0041,100.0,83.0
9956,I-3983,19660630-0020,240.0,220.0
9957,I-3983,19750512-0043,100.0,116.0
9958,I-3984,19690917-0022,240.0,224.0
9959,I-3984,19781130-0054,140.0,125.0
9960,I-3985,19580218-0007,260.0,263.0
9961,I-3985,19790702-0038,140.0,139.0
9962,I-3986,19570615-0011,240.0,230.0
9963,I-3986,19761020-0044,100.0,116.0
9964,I-3986,19900616-0124,120.0,139.0
9965,I-3987,19561222-0030,280.0,286.0
9966,I-3987,19770224-0058,120.0,127.0
9967,I-3988,19580218-0007,240.0,220.0
9968,I-3988,19780317-0052,140.0,149.0
9969,I-3988,19930414-0106,140.0,127.0
9970,I-3989,19620424-0026,280.0,272.0
9971,I-3989,19781130-0054,100.0,100.0
9972,I-3989,19910514-0068,120.0,109.0
9973,I-3990,19640414-0013,260.0,247.0
9974,I-3990,19770713-0042,100.0,91.0
9975,I-3990,19921123-0108,120.0,103.0
9976,I-3991,19611219-0014,240.0,253.0
9977,I-3991,19761009-0055,140.0,122.0
9978,I-3992,19600529-0021,280.0,272.0
9979,I-3992,19750417-0051,140.0,128.0
9980,I-3993,19560612-0010,260.0,261.0
9981,I-3993,19750705-0033,120.0,126.0
9982,I-3994,19630126-0001,260.0,248.0
9983,I-3994,19761009-0055,100.0,114.0
9984,I-3994,19900701-0138,100.0,100.0
9985,I-3995,19620424-0026,240.0,235.0
9986,I-3995,19770224-0058,120.0,114.0
9987,I-3995,19901029-0071,120.0,129.0
9988,I-3996,19640414-0013,240.0,226.0
9989,I-3996,19790426-0049,100.0,92.0
9990,I-3996,19930709-0100,100.0,80.0
9991,I-3997,19570826-0012,280.0,277.0
9992,I-3997,19780424-0057,120.0,116.0
9993,I-3997,19930616-0127,140.0,125.0
9994,I-3998,19610620-0006,280.0,297.0
9995,I-3998,19750906-0032,120.0,101.0
9996,I-3999,19560705-0025,260.0,268.0
9997,I-3999,19750512-0043,120.0,120.0
9998,I-4000,19660630-0020,280.0,296.0
9999,I-4000,19750331-0036,120.0,124.0
10000,I-4000,19921127-0120,120.0,112.0
10001,I-4001,19560705-0025,280.0,293.0
10002,I-4001,19751018-0039,140.0,123.0
10003,I-4001,19910403-0131,140.0,133.0
10004,I-4002,19650303-0019,280.0,299.0
10005,I-4002,19761020-0044,120.0,107.0
10006,I-4003,19610918-0027,240.0,241.0
10007,I-4003,19790618-0048,140.0,158.0
10008,I-4004,19570615-0011,260.0,243.0
10009,I-4004,19760524-0046,100.0,112.0
10010,I-4005,19601021-0018,280.0,261.0
10011,I-4005,19750705-0033,100.0,96.0
10012,I-4005,19900211-0140,100.0,90.0
10013,I-4006,19600814-0002,240.0,244.0
10014,I-4006,19750220-0037,100.0,84.0
10015,I-4006,19921002-0129,100.0,98.0
10016,I-4007,19640220-0029,240.0,221.0
10017,I-4007,19750512-0043,140.0,145.0
10018,I-4008,19690513-0015,280.0,278.0
10019,I-4008,19780424-0057,100.0,119.0
10020,I-4008,19931212-0079,100.0,82.0
10021,I-4009,19590129-0004,280.0,266.0
10022,I-4009,19780424-0057,140.0,147.0
10023,I-4010,19620831-0024,280.0,272.0
10024,I-4010,19790426-0049,100.0,102.0
10025,I-4011,19630126-0001,240.0,225.0
10026,I-4011,19750705-0033,100.0,113.0
10027,I-4012,19600814-0002,260.0,279.0
10028,I-4012,19760108-0050,100.0,106.0
10029,I-4013,19620831-0024,240.0,248.0
10030,I-4013,19790618-0048,120.0,127.0
10031,I-4014,19620424-0026,280.0,263.0
10032,I-4014,19790708-0041,140.0,129.0
10033,I-4015,19640220-0029,280.0,290.0
10034,I-4015,19770224-0058,140.0,160.0
10035,I-4016,19690917-0022,280.0,271.0
10036,I-4016,19780424-0057,100.0,83.0
10037,I-4017,19600905-0003,260.0,278.0
10038,I-4017,19750512-0043,120.0,118.0
10039,I-4018,19580218-0007,280.0,270.0
10040,I-4018,19761009-0055,120.0,110.0
10041,I-4018,19910327-0096,140.0,134.0
10042,I-4019,19640414-0013,240.0,242.0
10043,I-4019,19750331-0036,140.0,136.0
10044,I-4019,19900426-0089,120.0,117.0
10045,I-4020,19650303-0019,280.0,284.0
10046,I-4020,19761009-0055,100.0,115.0
10047,I-4020,19930221-0139,100.0,112.0
10048,I-4021,19690917-0022,260.0,255.0
10049,I-4021,19750417-0051,120.0,115.0
10050,I-4022,19640220-0029,280.0,294.0
10051,I-4022,19781130-0054,140.0,122.0
10052,I-4022,19910403-0131,100.0,105.0
10053,I-4023,19680712-0028,280.0,286.0
10054,I-4023,19761020-0044,140.0,141.0
10055,I-4023,19910101-0133,140.0,144.0
10056,I-4024,19650303-0019,260.0,259.0
10057,I-4024,19761009-0055,140.0,140.0
10058,I-4024,19920320-0121,100.0,84.0
10059,I-4025,19640220-0029,240.0,243.0
10060,I-4025,19790426-0049,120.0,102.0
10061,I-4025,19901026-0111,100.0,96.0
10062,I-4026,19580218-0007,260.0,255.0
10063,I-4026,19750906-0032,100.0,102.0
10064,I-4027,19620522-0023,260.0,276.0
10065,I-4027,19790618-0048,100.0,108.0
10066,I-4027,19901011-0119,140.0,127.0
10067,I-4028,19630126-0001,280.0,295.0
10068,I-4028,19780424-0057,140.0,147.0
10069,I-4029,19660630-0020,240.0,251.0
10070,I-4029,19750906-0032,100.0,83.0
10071,I-4030,19640220-0029,260.0,243.0
10072,I-4030,19750122-0056,120.0,102.0
10073,I-4031,19580515-0017,240.0,242.0
10074,I-4031,19780317-0052,140.0,121.0
10075,I-4032,19590129-0004,240.0,228.0
10076,I-4032,19790717-0045,120.0,128.0
10077,I-4033,19600905-0003,240.0,250.0
10078,I-4033,19780317-0052,120.0,114.0
10079,I-4033,19920505-0115,140.0,134.0
10080,I-4034,19690917-0022,240.0,240.0
10081,I-4034,19790708-0041,140.0,127.0
10082,I-4034,19900801-0130,120.0,123.0
10083,I-4035,19620831-0024,260.0,258.0
10084,I-4035,19760524-0046,120.0,122.0
10085,I-4035,19931118-0062,140.0,150.0
10086,I-4036,19600529-0021,260.0,249.0
10087,I-4036,19770224-0058,140.0,138.0
10088,I-4036,19901026-0111,140.0,131.0
10089,I-4037,19610918-0027,260.0,241.0
10090,I-4037,19750122-0056,100.0,118.0
10091,I-4038,19600814-0002,260.0,266.0
10092,I-4038,19750331-0036,140.0,141.0
10093,I-4039,19680712-0028,260.0,274.0
10094,I-4039,19790702-0038,140.0,122.0
10095,I-4040,19610620-0006,240.0,236.0
10096,I-4040,19750722-0060,140.0,152.0
10097,I-4041,19601021-0018,260.0,278.0
10098,I-4041,19750417-0051,100.0,99.0
10099,I-4041,19931226-0118,120.0,136.0
10100,I-4042,19560705-0025,240.0,234.0
10101,I-4042,19770224-0058,100.0,110.0
10102,I-4043,19620831-0024,280.0,298.0
10103,I-4043,19750102-0059,100.0,110.0
10104,I-4043,19900128-0095,100.0,110.0
10105,I-4044,19640414-0013,280.0,269.0
10106,I-4044,19781217-0053,100.0,91.0
10107,I-4045,19580218-0007,240.0,237.0
10108,I-4045,19790618-0048,140.0,123.0
10109,I-4045,19921123-0108,120.0,115.0
10110,I-4046,19601021-0018,240.0,248.0
10111,I-4046,19780602-0035,140.0,139.0
10112,I-4046,19931212-0079,100.0,112.0
10113,I-4047,19611219-0014,280.0,280.0
10114,I-4047,19760108-0050,140.0,158.0
10115,I-4047,19920917-0109,120.0,128.0
10116,I-4048,19660630-0020,260.0,240.0
10117,I-4048,19771013-0040,100.0,91.0
10118,I-4049,19680712-0028,240.0,229.0
10119,I-4049,19750331-0036,140.0,159.0
10120,I-4050,19580515-0017,260.0,272.0
10121,I-4050,19780317-0052,140.0,138.0
10122,I-4050,19900124-0064,100.0,87.0
10123,I-4051,19560812-0016,240.0,260.0
10124,I-4051,19751018-0039,100.0,93.0
10125,I-4052,19680712-0028,260.0,269.0
10126,I-4052,19790702-0038,140.0,141.0
10127,I-4053,19580515-0017,280.0,274.0
10128,I-4053,19780602-0035,120.0,106.0
10129,I-4053,19930616-0127,100.0,116.0
10130,I-4054,19640220-0029,260.0,248.0
10131,I-4054,19761020-0044,120.0,131.0
10132,I-4055,19660630-0020,280.0,282.0
10133,I-4055,19750417-0051,100.0,109.0
10134,I-4056,19600814-0002,260.0,274.0
10135,I-4056,19790426-0049,140.0,152.0
10136,I-4057,19570826-0012,280.0,300.0
10137,I-4057,19790702-0038,140.0,131.0
10138,I-4058,19580218-0007,260.0,276.0
10139,I-4058,19771013-0040,140.0,131.0
10140,I-4058,19910514-0068,120.0,110.0
10141,I-4059,19650303-0019,240.0,258.0
10142,I-4059,19761024-0034,100.0,115.0
10143,I-4060,19650303-0019,240.0,226.0
10144,I-4060,19780815-0047,100.0,85.0
10145,I-4061,19640414-0013,240.0,225.0
10146,I-4061,19750417-0051,140.0,155.0
10147,I-4062,19600814-0002,240.0,257.0
10148,I-4062,19790702-0038,120.0,119.0
10149,I-4062,19921208-0097,140.0,123.0
10150,I-4063,19660630-0020,260.0,256.0
10151,I-4063,19770713-0042,100.0,112.0
10152,I-4063,19900426-0089,100.0,83.0
10153,I-4064,19650303-0019,280.0,299.0
10154,I-4064,19781217-0053,120.0,126.0
10155,I-4064,19930829-0082,100.0,94.0
10156,I-4065,19570826-0012,260.0,279.0
10157,I-4065,19770224-0058,120.0,140.0
10158,I-4066,19570826-0012,240.0,221.0
10159,I-4066,19780815-0047,140.0,155.0
10160,I-4067,19660630-0020,240.0,248.0
10161,I-4067,19761020-0044,140.0,146.0
10162,I-4067,19900211-0140,100.0,95.0
10163,I-4068,19640220-0029,260.0,260.0
10164,I-4068,19790708-0041,120.0,136.0
10165,I-4069,19690917-0022,260.0,265.0
10166,I-4069,19750722-0060,120.0,107.0
10167,I-4070,19640220-0029,280.0,274.0
10168,I-4070,19790708-0041,100.0,102.0
10169,I-4071,19610620-0006,240.0,253.0
10170,I-4071,19760524-0046,100.0,106.0
10171,I-4072,19580515-0017,280.0,276.0
10172,I-4072,19760108-0050,120.0,115.0
10173,I-4073,19610918-0027,280.0,271.0
10174,I-4073,19761020-0044,120.0,130.0
10175,I-4074,19690408-0009,280.0,269.0
10176,I-4074,19771013-0040,120.0,128.0
10177,I-4075,19610620-0006,260.0,240.0
10178,I-4075,19750417-0051,120.0,112.0
10179,I-4075,19910817-0092,140.0,122.0
10180,I-4076,19601021-0018,240.0,240.0
10181,I-4076,19780317-0052,140.0,126.0
10182,I-4077,19580515-0017,260.0,240.0
10183,I-4077,19790702-0038,140.0,120.0
10184,I-4077,19931118-0062,100.0,117.0
10185,I-4078,19690513-0015,280.0,274.0
10186,I-4078,19750122-0056,120.0,137.0
10187,I-4079,19650303-0019,280.0,271.0
10188,I-4079,19781125-0031,100.0,119.0
10189,I-4079,19910514-0068,120.0,138.0
10190,I-4080,19660630-0020,240.0,226.0
10191,I-4080,19790618-0048,140.0,151.0
10192,I-4081,19610623-0005,240.0,223.0
10193,I-4081,19770713-0042,120.0,114.0
10194,I-4082,19560612-0010,240.0,252.0
10195,I-4082,19781125-0031,140.0,151.0
10196,I-4083,19690513-0015,240.0,242.0
10197,I-4083,19761024-0034,100.0,87.0
10198,I-4083,19931203-0066,100.0,108.0
10199,I-4084,19561222-0030,280.0,270.0
10200,I-4084,19790708-0041,140.0,126.0
10201,I-4085,19640414-0013,240.0,258.0
10202,I-4085,19790708-0041,140.0,146.0
10203,I-4086,19560812-0016,240.0,237.0
10204,I-4086,19790618-0048,120.0,124.0
10205,I-4086,19930414-0106,140.0,152.0
10206,I-4087,19690513-0015,260.0,259.0
10207,I-4087,19781125-0031,120.0,127.0
10208,I-4088,19630126-0001,240.0,259.0
10209,I-4088,19780317-0052,140.0,144.0
10210,I-4088,19921218-0101,100.0,82.0
10211,I-4089,19620831-0024,280.0,281.0
10212,I-4089,19790702-0038,100.0,81.0
10213,I-4090,19650303-0019,240.0,235.0
10214,I-4090,19771013-0040,120.0,116.0
10215,I-4090,19931203-0066,140.0,143.0
10216,I-4091,19560812-0016,260.0,243.0
10217,I-4091,19790708-0041,100.0,88.0
10218,I-4092,19590129-0004,240.0,254.0
10219,I-4092,19750512-0043,100.0,116.0
10220,I-4093,19610620-0006,280.0,284.0
10221,I-4093,19780424-0057,140.0,123.0
10222,I-4093,19921208-0097,140.0,120.0
10223,I-4094,19690513-0015,260.0,273.0
10224,I-4094,19750102-0059,100.0,83.0
10225,I-4094,19900902-0090,140.0,128.0
10226,I-4095,19601021-0018,280.0,266.0
10227,I-4095,19771013-0040,120.0,118.0
10228,I-4095,19900701-0138,100.0,91.0
10229,I-4096,19610918-0027,280.0,285.0
10230,I-4096,19770713-0042,140.0,133.0
10231,I-4097,19570615-0011,260.0,250.0
10232,I-4097,19761020-0044,140.0,158.0
10233,I-4097,19910927-0128,140.0,159.0
10234,I-4098,19590129-0004,240.0,253.0
10235,I-4098,19750331-0036,100.0,102.0
10236,I-4099,19560812-0016,240.0,222.0
10237,I-4099,19750512-0043,100.0,102.0
10238,I-4099,19930326-0132,140.0,133.0
10239,I-4100,19620522-0023,260.0,249.0
10240,I-4100,19771013-0040,100.0,89.0
10241,I-4100,19900119-0104,100.0,95.0
10242,I-4101,19610918-0027,260.0,248.0
10243,I-4101,19760524-0046,120.0,128.0
10244,I-4101,19900723-0126,120.0,136.0
10245,I-4102,19580515-0017,240.0,248.0
10246,I-4102,19761024-0034,140.0,138.0
10247,I-4102,19900723-0126,120.0,123.0
10248,I-4103,19640414-0013,260.0,275.0
10249,I-4103,19781130-0054,140.0,125.0
10250,I-4103,19901219-0125,120.0,106.0
10251,I-4104,19580218-0007,260.0,266.0
10252,I-4104,19771013-0040,100.0,120.0
10253,I-4105,19611219-0014,260.0,254.0
10254,I-4105,19750906-0032,120.0,100.0
10255,I-4105,19910122-0077,120.0,126.0
10256,I-4106,19640220-0029,260.0,246.0
10257,I-4106,19780602-0035,100.0,99.0
10258,I-4107,19630126-0001,280.0,286.0
10259,I-4107,19750122-0056,120.0,117.0
10260,I-4107,19910927-0128,100.0,117.0
10261,I-4108,19610620-0006,240.0,251.0
10262,I-4108,19750906-0032,100.0,85.0
10263,I-4108,19930302-0135,140.0,133.0
10264,I-4109,19620424-0026,280.0,285.0
10265,I-4109,19750722-0060,120.0,109.0
10266,I-4110,19610623-0005,240.0,235.0
10267,I-4110,19790717-0045,100.0,119.0
10268,I-4110,19900128-0095,100.0,83.0
10269,I-4111,19650303-0019,280.0,280.0
10270,I-4111,19751018-0039,120.0,137.0
10271,I-4111,19900426-0089,140.0,146.0
10272,I-4112,19600905-0003,240.0,255.0
10273,I-4112,19790717-0045,100.0,81.0
10274,I-4112,19900801-0130,100.0,104.0
10275,I-4113,19690408-0009,280.0,272.0
10276,I-4113,19780317-0052,140.0,155.0
10277,I-4114,19570828-0008,280.0,285.0
10278,I-4114,19761020-0044,100.0,107.0
10279,I-4115,19610620-0006,260.0,273.0
10280,I-4115,19780602-0035,100.0,115.0
10281,I-4116,19620831-0024,260.0,258.0
10282,I-4116,19760524-0046,120.0,107.0
10283,I-4116,19921218-0101,140.0,152.0
10284,I-4117,19600529-0021,280.0,261.0
10285,I-4117,19771013-0040,140.0,154.0
10286,I-4117,19920826-0088,120.0,131.0
10287,I-4118,19600905-0003,260.0,278.0
10288,I-4118,19750417-0051,120.0,120.0
10289,I-4119,19610620-0006,240.0,232.0
10290,I-4119,19780424-0057,100.0,116.0
10291,I-4120,19580515-0017,280.0,274.0
10292,I-4120,19750122-0056,100.0,97.0
10293,I-4120,19920917-0109,100.0,89.0
10294,I-4121,19560612-0010,280.0,270.0
10295,I-4121,19780815-0047,120.0,127.0
10296,I-4122,19570615-0011,260.0,251.0
10297,I-4122,19790618-0048,100.0,87.0
10298,I-4123,19600814-0002,280.0,266.0
10299,I-4123,19770713-0042,120.0,103.0
10300,I-4123,19900321-0080,140.0,130.0
10301,I-4124,19610623-0005,280.0,287.0
10302,I-4124,19750512-0043,120.0,119.0
10303,I-4124,19900211-0140,120.0,103.0
10304,I-4125,19580218-0007,260.0,264.0
10305,I-4125,19790708-0041,100.0,102.0
10306,I-4125,19910817-0092,100.0,86.0
10307,I-4126,19560812-0016,240.0,230.0
10308,I-4126,19790618-0048,140.0,134.0
10309,I-4126,19900307-0105,100.0,119.0
10310,I-4127,19620522-0023,280.0,264.0
10311,I-4127,19790708-0041,100.0,109.0
10312,I-4127,19900321-0080,100.0,103.0
10313,I-4128,19560705-0025,240.0,244.0
10314,I-4128,19790702-0038,100.0,80.0
10315,I-4129,19580515-0017,260.0,273.0
10316,I-4129,19760524-0046,100.0,105.0
10317,I-4129,19910403-0103,140.0,131.0
10318,I-4130,19590129-0004,240.0,260.0
10319,I-4130,19750220-0037,120.0,113.0
10320,I-4130,19920828-0070,120.0,124.0
10321,I-4131,19580218-0007,280.0,285.0
10322,I-4131,19750122-0056,120.0,139.0
10323,I-4132,19601021-0018,240.0,235.0
10324,I-4132,19770224-0058,140.0,146.0
10325,I-4133,19600529-0021,260.0,272.0
10326,I-4133,19750705-0033,140.0,124.0
10327,I-4133,19910514-0068,140.0,134.0
10328,I-4134,19570615-0011,280.0,294.0
10329,I-4134,19750102-0059,140.0,142.0
10330,I-4135,19570615-0011,280.0,283.0
10331,I-4135,19750331-0036,100.0,92.0
10332,I-4135,19920504-0093,140.0,148.0
10333,I-4136,19610623-0005,260.0,241.0
10334,I-4136,19750512-0043,120.0,122.0
10335,I-4137,19690408-0009,260.0,273.0
10336,I-4137,19781130-0054,120.0,120.0
10337,I-4138,19660630-0020,280.0,266.0
10338,I-4138,19761024-0034,100.0,99.0
10339,I-4139,19620831-0024,280.0,267.0
10340,I-4139,19781130-0054,100.0,94.0
10341,I-4140,19690513-0015,240.0,256.0
10342,I-4140,19750512-0043,100.0,99.0
10343,I-4141,19620831-0024,260.0,240.0
10344,I-4141,19750122-0056,100.0,100.0
10345,I-4142,19560612-0010,260.0,256.0
10346,I-4142,19750722-0060,100.0,82.0
10347,I-4143,19680712-0028,280.0,291.0
10348,I-4143,19750705-0033,120.0,106.0
10349,I-4144,19570826-0012,240.0,225.0
10350,I-4144,19750331-0036,140.0,156.0
10351,I-4145,19590129-0004,260.0,274.0
10352,I-4145,19750906-0032,140.0,130.0
10353,I-4146,19650303-0019,260.0,241.0
10354,I-4146,19750331-0036,120.0,103.0
10355,I-4147,19601021-0018,240.0,226.0
10356,I-4147,19750722-0060,140.0,137.0
10357,I-4148,19580218-0007,280.0,271.0
10358,I-4148,19760524-0046,140.0,145.0
10359,I-4149,19611219-0014,260.0,267.0
10360,I-4149,19750331-0036,100.0,87.0
10361,I-4150,19601021-0018,240.0,251.0
10362,I-4150,19781217-0053,120.0,133.0
10363,I-4150,19911025-0091,100.0,90.0
10364,I-4151,19640414-0013,280.0,284.0
10365,I-4151,19770224-0058,140.0,142.0
10366,I-4152,19560612-0010,240.0,258.0
10367,I-4152,19790702-0038,100.0,111.0
10368,I-4153,19630126-0001,280.0,293.0
10369,I-4153,19750417-0051,100.0,85.0
10370,I-4153,19910101-0133,140.0,155.0
10371,I-4154,19560612-0010,240.0,236.0
10372,I-4154,19771013-0040,120.0,114.0
10373,I-4154,19921127-0120,100.0,100.0
10374,I-4155,19590129-0004,280.0,290.0
10375,I-4155,19750705-0033,140.0,143.0
10376,I-4156,19560612-0010,260.0,262.0
10377,I-4156,19750417-0051,120.0,105.0
10378,I-4157,19580515-0017,280.0,261.0
10379,I-4157,19781130-0054,100.0,108.0
10380,I-4157,19930829-0082,120.0,135.0
10381,I-4158,19560705-0025,280.0,275.0
10382,I-4158,19750906-0032,100.0,88.0
10383,I-4159,19610918-0027,280.0,277.0
10384,I-4159,19750331-0036,140.0,153.0
10385,I-4159,19910327-0096,120.0,134.0
10386,I-4160,19570826-0012,240.0,226.0
10387,I-4160,19770713-0042,100.0,85.0
10388,I-4160,19900317-0083,100.0,110.0
10389,I-4161,19570828-0008,280.0,261.0
10390,I-4161,19790702-0038,120.0,135.0
10391,I-4162,19590129-0004,260.0,267.0
10392,I-4162,19750220-0037,140.0,126.0
10393,I-4163,19690917-0022,240.0,221.0
10394,I-4163,19760524-0046,140.0,140.0
10395,I-4163,19910206-0081,120.0,135.0
10396,I-4164,19600814-0002,260.0,277.0
10397,I-4164,19761009-0055,100.0,111.0
10398,I-4164,19900211-0140,100.0,96.0
10399,I-4165,19600814-0002,260.0,267.0
10400,I-4165,19761020-0044,120.0,113.0
10401,I-4165,19930228-0086,120.0,124.0
10402,I-4166,19590129-0004,240.0,243.0
10403,I-4166,19761024-0034,120.0,132.0
10404,I-4167,19660630-0020,280.0,300.0
10405,I-4167,19750417-0051,140.0,124.0
10406,I-4168,19560612-0010,240.0,243.0
10407,I-4168,19771013-0040,140.0,147.0
10408,I-4169,19560705-0025,280.0,295.0
10409,I-4169,19780424-0057,100.0,97.0
10410,I-4170,19620831-0024,260.0,243.0
10411,I-4170,19780424-0057,100.0,101.0
10412,I-4171,19570826-0012,240.0,228.0
10413,I-4171,19750722-0060,140.0,147.0
10414,I-4171,19931212-0079,100.0,81.0
10415,I-4172,19600529-0021,240.0,246.0
10416,I-4172,19761024-0034,100.0,104.0
10417,I-4172,19930616-0127,140.0,130.0
10418,I-4173,19650303-0019,260.0,251.0
10419,I-4173,19760524-0046,100.0,91.0
10420,I-4173,19931226-0118,100.0,90.0
10421,I-4174,19580218-0007,260.0,266.0
10422,I-4174,19750102-0059,100.0,110.0
10423,I-4174,19931118-0062,120.0,102.0
10424,I-4175,19630126-0001,240.0,242.0
10425,I-4175,19760524-0046,100.0,108.0
10426,I-4175,19921123-0108,140.0,124.0
