Course code,Study period,Academic year,Instance_id,Examiner,Planned number of Students,Senior Hours,Assistant Hours
1109,1.0,2014-2015,I-4307,19640414-0013,60,280,360
1197,3.0,2014-2015,I-4308,19620831-0024,40,240,300
1168,2.0,2014-2015,I-4309,19560812-0016,20,260,300
1127,4.0,2014-2015,I-4310,19690513-0015,40,260,200
1289,3.0,2014-2015,I-4311,19680712-0028,60,260,200
1229,3.0,2014-2015,I-4312,19560812-0016,40,240,360
1173,2.0,2014-2015,I-4313,19690917-0022,60,240,300
1031,3.0,2014-2015,I-4314,19640220-0029,40,260,240
1157,2.0,2015-2016,I-4315,19600529-0021,50,260,280
1206,1.0,2015-2016,I-4316,19570828-0008,20,280,200
1037,3.0,2015-2016,I-4317,19561222-0030,50,240,420
1165,1.0,2015-2016,I-4318,19580218-0007,40,240,360
1161,3.0,2015-2016,I-4319,19561222-0030,50,240,360
1130,1.0,2015-2016,I-4320,19580218-0007,40,240,360
1077,2.0,2015-2016,I-4321,19610623-0005,20,260,360
1061,1.0,2015-2016,I-4322,19570615-0011,60,280,300
1066,3.0,2016-2017,I-4323,19570615-0011,60,280,240
1050,3.0,2016-2017,I-4324,19570828-0008,60,240,280
1189,1.0,2016-2017,I-4325,19601021-0018,50,260,360
1133,4.0,2016-2017,I-4326,19690408-0009,40,240,420
1023,4.0,2016-2017,I-4327,19680712-0028,50,240,280
1256,2.0,2016-2017,I-4328,19580515-0017,40,240,420
1158,3.0,2016-2017,I-4329,19560812-0016,50,280,280
1045,1.0,2016-2017,I-4330,19600814-0002,60,280,360
1025,1.0,2016-2017,I-4331,19690513-0015,50,240,300
1145,1.0,2017-2018,I-4332,19600529-0021,60,260,280
1035,4.0,2017-2018,I-4333,19620831-0024,40,260,360
1226,2.0,2017-2018,I-4334,19640414-0013,50,240,300
1137,3.0,2017-2018,I-4335,19640220-0029,40,240,280
1063,4.0,2017-2018,I-4336,19561222-0030,40,240,200
1013,2.0,2017-2018,I-4337,19690408-0009,20,280,360
1295,3.0,2017-2018,I-4338,19560812-0016,50,260,240
1232,2.0,2017-2018,I-4339,19660630-0020,20,260,360
1216,4.0,2017-2018,I-4340,19610620-0006,40,280,300
1118,1.0,2017-2018,I-4341,19590129-0004,50,280,300
1104,4.0,2017-2018,I-4342,19620424-0026,20,260,420
1042,2.0,2017-2018,I-4343,19600814-0002,50,240,240
1297,3.0,2018-2019,I-4344,19601021-0018,60,240,200
1119,4.0,2018-2019,I-4345,19640414-0013,50,260,360
1073,3.0,2018-2019,I-4346,19600529-0021,50,280,360
1285,4.0,2018-2019,I-4347,19570615-0011,40,280,280
1268,2.0,2018-2019,I-4348,19600905-0003,20,240,280
1263,3.0,2018-2019,I-4349,19611219-0014,50,240,420
1254,1.0,2018-2019,I-4350,19570615-0011,50,280,200
1038,4.0,2018-2019,I-4351,19590129-0004,50,240,360
1010,4.0,2018-2019,I-4352,19580218-0007,40,260,280
1289,3.0,2019-2020,I-4353,19690408-0009,40,260,200
1089,4.0,2019-2020,I-4354,19560812-0016,20,240,280
1124,1.0,2019-2020,I-4355,19640220-0029,20,260,200
1100,2.0,2019-2020,I-4356,19610620-0006,40,280,240
1068,2.0,2019-2020,I-4357,19590129-0004,50,240,200
1296,3.0,2019-2020,I-4358,19640414-0013,60,260,240
1216,1.0,2019-2020,I-4359,19600529-0021,40,280,280
1215,1.0,2019-2020,I-4360,19600814-0002,40,260,200
1211,1.0,2019-2020,I-4361,19640220-0029,50,240,420
1137,3.0,2019-2020,I-4362,19560705-0025,50,260,420
1094,4.0,2019-2020,I-4363,19640220-0029,20,240,240
1267,3.0,2020-2021,I-4364,19570828-0008,50,260,420
1107,1.0,2020-2021,I-4365,19610623-0005,50,240,420
1277,1.0,2020-2021,I-4366,19610623-0005,40,260,300
1273,2.0,2020-2021,I-4367,19560812-0016,60,240,240
1104,4.0,2020-2021,I-4368,19650303-0019,60,260,200
1008,4.0,2020-2021,I-4369,19600905-0003,60,240,280
1278,2.0,2020-2021,I-4370,19640220-0029,20,240,280
1268,1.0,2020-2021,I-4371,19560812-0016,40,280,360
1134,1.0,2020-2021,I-4372,19640220-0029,50,240,200
1084,1.0,2020-2021,I-4373,19580218-0007,50,240,240
1074,3.0,2020-2021,I-4374,19600814-0002,60,280,420
1043,4.0,2020-2021,I-4375,19610918-0027,50,280,280
1258,4.0,2021-2022,I-4376,19600905-0003,20,280,200
1204,4.0,2021-2022,I-4377,19640414-0013,60,260,200
1160,1.0,2021-2022,I-4378,19640414-0013,40,280,280
1090,3.0,2021-2022,I-4379,19600814-0002,40,260,240
1284,4.0,2021-2022,I-4380,19560612-0010,50,260,360
1269,4.0,2021-2022,I-4381,19600905-0003,40,240,360
1168,3.0,2021-2022,I-4382,19610918-0027,50,240,420
1153,4.0,2021-2022,I-4383,19640220-0029,60,280,200
1143,4.0,2021-2022,I-4384,19620522-0023,20,260,300
1072,4.0,2021-2022,I-4385,19690513-0015,60,260,240
1057,2.0,2022-2023,I-4386,19690917-0022,40,260,300
1176,2.0,2022-2023,I-4387,19561222-0030,40,260,200
1109,1.0,2022-2023,I-4388,19560812-0016,20,280,420
1076,1.0,2022-2023,I-4389,19560812-0016,50,240,280
1242,1.0,2022-2023,I-4390,19580218-0007,50,280,240
1210,2.0,2022-2023,I-4391,19610623-0005,50,280,280
1160,1.0,2022-2023,I-4392,19690408-0009,50,260,240
1108,1.0,2022-2023,I-4393,19570828-0008,60,240,300
1083,4.0,2022-2023,I-4394,19640414-0013,40,280,280
1107,3.0,2023-2024,I-4395,19570828-0008,50,280,280
1168,3.0,2023-2024,I-4396,19570826-0012,60,280,420
1154,1.0,2023-2024,I-4397,19611219-0014,20,240,360
1125,2.0,2023-2024,I-4398,19570826-0012,20,240,300
1104,1.0,2023-2024,I-4399,19620522-0023,60,280,300
1299,3.0,2023-2024,I-4400,19610918-0027,40,260,360
1297,1.0,2023-2024,I-4401,19660630-0020,50,240,360
1294,1.0,2023-2024,I-4402,19610918-0027,50,240,420
1127,3.0,2023-2024,I-4403,19640414-0013,50,280,360
1120,1.0,2023-2024,I-4404,19580515-0017,40,240,200
1134,2.0,2013-2014,I-4405,19570615-0011,20,240,280
1114,3.0,2013-2014,I-4406,19630126-0001,60,240,240
1279,2.0,2013-2014,I-4407,19600905-0003,20,240,420
1190,4.0,2013-2014,I-4408,19590129-0004,60,240,420
1116,2.0,2013-2014,I-4409,19570828-0008,60,240,280
1269,3.0,2013-2014,I-4410,19560612-0010,50,280,200
1206,4.0,2013-2014,I-4411,19640220-0029,40,240,420
1154,1.0,2013-2014,I-4412,19650303-0019,40,260,300
1041,3.0,2013-2014,I-4413,19560612-0010,20,260,420
1201,2.0,2014-2015,I-4414,19610620-0006,20,260,420
1023,1.0,2014-2015,I-4415,19650303-0019,20,260,420
1280,3.0,2014-2015,I-4416,19570828-0008,60,240,300
1230,2.0,2014-2015,I-4417,19570828-0008,40,280,200
1208,3.0,2014-2015,I-4418,19660630-0020,40,280,300
1153,1.0,2014-2015,I-4419,19600529-0021,20,280,360
1274,1.0,2014-2015,I-4420,19580515-0017,60,260,200
1238,4.0,2014-2015,I-4421,19601021-0018,20,280,240
1193,2.0,2014-2015,I-4422,19570615-0011,60,240,240
1165,1.0,2014-2015,I-4423,19680712-0028,40,260,240
1065,2.0,2014-2015,I-4424,19640220-0029,20,260,240
1112,3.0,2015-2016,I-4425,19570828-0008,20,280,360
1238,2.0,2015-2016,I-4426,19561222-0030,60,280,200
1188,4.0,2015-2016,I-4427,19680712-0028,60,260,420
1135,1.0,2015-2016,I-4428,19611219-0014,20,240,200
1058,4.0,2015-2016,I-4429,19630126-0001,50,240,420
1198,1.0,2015-2016,I-4430,19640220-0029,40,280,240
1158,4.0,2015-2016,I-4431,19600814-0002,20,240,300
1100,2.0,2015-2016,I-4432,19600814-0002,60,280,360
1081,4.0,2015-2016,I-4433,19600529-0021,40,260,280
1078,2.0,2015-2016,I-4434,19590129-0004,60,280,420
1267,3.0,2016-2017,I-4435,19650303-0019,50,240,420
1064,4.0,2016-2017,I-4436,19640220-0029,40,260,200
1291,3.0,2016-2017,I-4437,19650303-0019,20,260,200
1277,1.0,2016-2017,I-4438,19611219-0014,40,240,300
1212,4.0,2016-2017,I-4439,19610918-0027,40,240,300
1123,4.0,2016-2017,I-4440,19640414-0013,40,280,240
1220,2.0,2016-2017,I-4441,19600814-0002,20,280,280
1165,4.0,2016-2017,I-4442,19560612-0010,40,280,300
1077,2.0,2016-2017,I-4443,19560612-0010,40,240,300
1056,1.0,2016-2017,I-4444,19610620-0006,20,240,240
1282,4.0,2017-2018,I-4445,19560812-0016,60,240,280
1089,3.0,2017-2018,I-4446,19630126-0001,50,260,200
1297,4.0,2017-2018,I-4447,19690513-0015,20,280,240
1248,1.0,2017-2018,I-4448,19630126-0001,60,280,300
1227,1.0,2017-2018,I-4449,19620424-0026,60,260,360
1037,2.0,2017-2018,I-4450,19610918-0027,50,260,280
1296,2.0,2017-2018,I-4451,19580218-0007,20,240,300
1266,1.0,2017-2018,I-4452,19680712-0028,40,240,300
1201,3.0,2017-2018,I-4453,19580515-0017,40,240,200
1011,1.0,2017-2018,I-4454,19640414-0013,40,260,240
1178,2.0,2018-2019,I-4455,19690513-0015,20,240,240
1033,2.0,2018-2019,I-4456,19600814-0002,20,260,280
1258,3.0,2018-2019,I-4457,19601021-0018,50,260,360
1096,1.0,2018-2019,I-4458,19650303-0019,20,260,360
1065,3.0,2018-2019,I-4459,19620522-0023,40,260,280
1263,1.0,2018-2019,I-4460,19600814-0002,60,240,280
1211,1.0,2018-2019,I-4461,19620522-0023,60,280,240
1184,4.0,2018-2019,I-4462,19620424-0026,40,280,360
1173,1.0,2018-2019,I-4463,19640220-0029,40,280,420
1027,1.0,2018-2019,I-4464,19610918-0027,20,260,420
1012,4.0,2018-2019,I-4465,19570615-0011,20,240,200
1080,2.0,2019-2020,I-4466,19630126-0001,50,280,300
1032,1.0,2019-2020,I-4467,19560612-0010,60,240,360
1282,4.0,2019-2020,I-4468,19611219-0014,40,240,360
1124,3.0,2019-2020,I-4469,19650303-0019,40,240,280
1083,2.0,2019-2020,I-4470,19580218-0007,40,280,420
1026,3.0,2019-2020,I-4471,19650303-0019,60,240,360
1297,3.0,2019-2020,I-4472,19560705-0025,40,240,420
1152,3.0,2019-2020,I-4473,19560812-0016,60,260,360
1028,4.0,2019-2020,I-4474,19660630-0020,40,260,280
1006,4.0,2019-2020,I-4475,19620522-0023,40,280,240
1046,4.0,2020-2021,I-4476,19600814-0002,50,240,360
1271,4.0,2020-2021,I-4477,19660630-0020,40,280,200
1201,3.0,2020-2021,I-4478,19560705-0025,40,260,420
1258,3.0,2020-2021,I-4479,19630126-0001,50,240,240
1259,1.0,2020-2021,I-4480,19640220-0029,60,280,300
1241,3.0,2020-2021,I-4481,19620522-0023,60,280,360
1038,3.0,2020-2021,I-4482,19680712-0028,50,240,420
1022,1.0,2020-2021,I-4483,19610918-0027,40,280,240
1043,4.0,2021-2022,I-4484,19560705-0025,50,240,280
1264,3.0,2021-2022,I-4485,19640220-0029,60,260,360
1041,4.0,2021-2022,I-4486,19640220-0029,50,240,300
1037,4.0,2021-2022,I-4487,19560612-0010,60,260,420
1270,1.0,2021-2022,I-4488,19610620-0006,60,280,300
1254,1.0,2021-2022,I-4489,19620424-0026,60,280,200
1232,1.0,2021-2022,I-4490,19590129-0004,50,260,420
1032,1.0,2021-2022,I-4491,19601021-0018,40,260,300
1177,1.0,2022-2023,I-4492,19680712-0028,60,260,280
1262,2.0,2022-2023,I-4493,19570615-0011,50,260,200
1242,2.0,2022-2023,I-4494,19640220-0029,40,280,300
1104,4.0,2022-2023,I-4495,19570828-0008,20,240,280
1263,3.0,2022-2023,I-4496,19600905-0003,40,260,200
1226,2.0,2022-2023,I-4497,19570826-0012,40,260,300
1158,2.0,2022-2023,I-4498,19570826-0012,60,240,200
1037,4.0,2022-2023,I-4499,19580218-0007,40,280,300
1011,1.0,2022-2023,I-4500,19610620-0006,50,280,360
1155,4.0,2023-2024,I-4501,19580218-0007,20,280,360
1034,1.0,2023-2024,I-4502,19590129-0004,60,240,240
1273,1.0,2023-2024,I-4503,19600905-0003,60,240,360
1220,2.0,2023-2024,I-4504,19600529-0021,60,280,200
1099,4.0,2023-2024,I-4505,19560612-0010,40,280,300
1080,4.0,2023-2024,I-4506,19610918-0027,40,240,360
1283,1.0,2023-2024,I-4507,19600814-0002,50,280,240
1189,2.0,2023-2024,I-4508,19580515-0017,60,260,240
1092,3.0,2023-2024,I-4509,19610623-0005,20,260,360
1005,4.0,2023-2024,I-4510,19660630-0020,20,280,360
1218,4.0,2013-2014,I-4511,19570828-0008,20,240,420
1287,2.0,2013-2014,I-4512,19560705-0025,50,280,420
1212,1.0,2013-2014,I-4513,19610620-0006,20,280,360
1077,1.0,2013-2014,I-4514,19610620-0006,50,280,300
1070,2.0,2013-2014,I-4515,19620831-0024,50,240,240
1224,2.0,2013-2014,I-4516,19610918-0027,20,280,280
1153,3.0,2013-2014,I-4517,19560812-0016,60,240,300
1119,4.0,2013-2014,I-4518,19690408-0009,40,280,300
1111,1.0,2013-2014,I-4519,19610623-0005,60,280,300
1086,3.0,2013-2014,I-4520,19590129-0004,40,280,360
1080,2.0,2013-2014,I-4521,19690917-0022,50,240,300
1290,4.0,2014-2015,I-4522,19610918-0027,20,280,240
1189,2.0,2014-2015,I-4523,19580218-0007,20,280,280
1096,4.0,2014-2015,I-4524,19570826-0012,60,240,200
1297,1.0,2014-2015,I-4525,19620831-0024,20,260,300
1174,3.0,2014-2015,I-4526,19660630-0020,60,280,200
1168,1.0,2014-2015,I-4527,19600814-0002,20,260,280
1113,1.0,2014-2015,I-4528,19640414-0013,20,280,200
1053,3.0,2014-2015,I-4529,19610918-0027,60,260,300
1136,4.0,2015-2016,I-4530,19600905-0003,40,260,240
1226,3.0,2015-2016,I-4531,19610620-0006,40,260,280
1218,2.0,2015-2016,I-4532,19610918-0027,50,240,300
1165,2.0,2015-2016,I-4533,19600529-0021,50,280,420
1083,1.0,2015-2016,I-4534,19620831-0024,40,280,200
1291,2.0,2015-2016,I-4535,19561222-0030,60,260,280
1245,4.0,2015-2016,I-4536,19620831-0024,60,240,200
1158,1.0,2015-2016,I-4537,19640414-0013,40,240,360
1134,4.0,2015-2016,I-4538,19690917-0022,40,280,360
1121,3.0,2015-2016,I-4539,19600814-0002,50,280,280
1112,3.0,2015-2016,I-4540,19620522-0023,50,240,240
1118,1.0,2016-2017,I-4541,19601021-0018,20,280,420
1128,1.0,2016-2017,I-4542,19580515-0017,20,260,240
1054,2.0,2016-2017,I-4543,19630126-0001,50,240,240
1243,3.0,2016-2017,I-4544,19640414-0013,50,280,280
1215,1.0,2016-2017,I-4545,19570615-0011,50,260,420
1061,2.0,2016-2017,I-4546,19601021-0018,50,240,420
1040,4.0,2016-2017,I-4547,19620522-0023,60,280,420
1258,2.0,2017-2018,I-4548,19610623-0005,20,280,200
1172,3.0,2017-2018,I-4549,19690917-0022,20,240,240
1283,2.0,2017-2018,I-4550,19560705-0025,60,240,280
1278,2.0,2017-2018,I-4551,19601021-0018,50,260,240
1156,2.0,2017-2018,I-4552,19580515-0017,20,240,280
1107,4.0,2017-2018,I-4553,19580218-0007,20,280,240
1082,2.0,2017-2018,I-4554,19640220-0029,60,240,200
1057,3.0,2017-2018,I-4555,19601021-0018,40,240,280
1036,1.0,2017-2018,I-4556,19600905-0003,60,280,200
1144,2.0,2018-2019,I-4557,19611219-0014,50,260,300
1249,4.0,2018-2019,I-4558,19570615-0011,40,240,300
1246,3.0,2018-2019,I-4559,19620831-0024,40,260,300
1094,4.0,2018-2019,I-4560,19601021-0018,60,240,280
1028,2.0,2018-2019,I-4561,19611219-0014,40,240,280
1268,2.0,2018-2019,I-4562,19580218-0007,50,260,300
1179,1.0,2018-2019,I-4563,19601021-0018,20,280,420
1170,2.0,2018-2019,I-4564,19560612-0010,50,280,420
1158,2.0,2018-2019,I-4565,19640220-0029,60,260,360
1062,3.0,2018-2019,I-4566,19580218-0007,60,240,200
1194,1.0,2019-2020,I-4567,19580515-0017,50,260,360
1250,1.0,2019-2020,I-4568,19690513-0015,60,280,240
1241,3.0,2019-2020,I-4569,19580218-0007,50,240,300
1222,3.0,2019-2020,I-4570,19640220-0029,20,280,240
1159,1.0,2019-2020,I-4571,19600814-0002,20,260,240
1259,3.0,2019-2020,I-4572,19560812-0016,60,260,240
1244,3.0,2019-2020,I-4573,19570615-0011,60,260,200
1238,1.0,2019-2020,I-4574,19570826-0012,50,280,240
1203,4.0,2019-2020,I-4575,19600905-0003,20,240,360
1054,2.0,2019-2020,I-4576,19580218-0007,20,260,240
1016,3.0,2019-2020,I-4577,19640220-0029,60,260,280
1206,4.0,2020-2021,I-4578,19570615-0011,50,260,300
1004,1.0,2020-2021,I-4579,19590129-0004,40,240,420
1268,1.0,2020-2021,I-4580,19600814-0002,60,260,280
1193,4.0,2020-2021,I-4581,19601021-0018,40,240,200
1141,3.0,2020-2021,I-4582,19620831-0024,60,260,240
1028,4.0,2020-2021,I-4583,19660630-0020,50,260,360
1235,2.0,2020-2021,I-4584,19580218-0007,20,280,280
1185,2.0,2020-2021,I-4585,19690513-0015,60,260,420
1173,3.0,2020-2021,I-4586,19600814-0002,50,260,360
1103,1.0,2020-2021,I-4587,19561222-0030,60,240,300
1010,3.0,2020-2021,I-4588,19620522-0023,50,240,300
1159,4.0,2021-2022,I-4589,19630126-0001,20,260,280
1294,4.0,2021-2022,I-4590,19600814-0002,40,240,420
1281,1.0,2021-2022,I-4591,19601021-0018,20,280,240
1137,3.0,2021-2022,I-4592,19690408-0009,60,280,240
1098,1.0,2021-2022,I-4593,19660630-0020,40,240,240
1285,2.0,2021-2022,I-4594,19560705-0025,20,260,420
1223,3.0,2021-2022,I-4595,19560612-0010,20,240,280
1207,4.0,2021-2022,I-4596,19611219-0014,20,240,300
1160,1.0,2021-2022,I-4597,19640414-0013,20,280,200
1104,2.0,2021-2022,I-4598,19610918-0027,20,260,300
1044,3.0,2021-2022,I-4599,19570826-0012,50,260,200
1043,3.0,2022-2023,I-4600,19560812-0016,50,260,280
1217,2.0,2022-2023,I-4601,19600814-0002,40,240,360
1088,3.0,2022-2023,I-4602,19570828-0008,50,240,420
1250,3.0,2022-2023,I-4603,19590129-0004,20,280,300
1222,1.0,2022-2023,I-4604,19601021-0018,60,260,200
1127,2.0,2022-2023,I-4605,19580515-0017,60,280,300
1099,3.0,2022-2023,I-4606,19600905-0003,40,280,360
1092,2.0,2022-2023,I-4607,19620424-0026,40,280,200
1035,3.0,2023-2024,I-4608,19610918-0027,20,280,280
1297,4.0,2023-2024,I-4609,19640220-0029,20,280,280
1222,3.0,2023-2024,I-4610,19570826-0012,40,280,360
1146,1.0,2023-2024,I-4611,19600905-0003,40,280,200
1239,4.0,2023-2024,I-4612,19680712-0028,40,260,280
1092,4.0,2023-2024,I-4613,19570826-0012,60,260,200
1088,2.0,2023-2024,I-4614,19570828-0008,60,260,200
1050,3.0,2023-2024,I-4615,19640414-0013,20,240,300
1030,2.0,2023-2024,I-4616,19600814-0002,20,280,280
1014,3.0,2023-2024,I-4617,19580515-0017,40,260,200
1182,2.0,2013-2014,I-4618,19570828-0008,40,260,240
1004,4.0,2013-2014,I-4619,19690408-0009,40,240,360
1262,2.0,2013-2014,I-4620,19640220-0029,50,240,280
1159,3.0,2013-2014,I-4621,19650303-0019,50,260,300
1104,4.0,2013-2014,I-4622,19690917-0022,60,280,200
1228,3.0,2013-2014,I-4623,19600814-0002,40,240,200
1215,1.0,2013-2014,I-4624,19630126-0001,20,240,200
1191,1.0,2013-2014,I-4625,19640220-0029,60,280,300
1095,3.0,2013-2014,I-4626,19680712-0028,40,280,360
1030,4.0,2013-2014,I-4627,19610623-0005,20,240,360
1272,3.0,2014-2015,I-4628,19570828-0008,50,280,300
1088,1.0,2014-2015,I-4629,19620424-0026,20,280,420
1227,2.0,2014-2015,I-4630,19570828-0008,40,260,280
1146,1.0,2014-2015,I-4631,19660630-0020,40,240,360
1242,2.0,2014-2015,I-4632,19590129-0004,60,280,240
1197,1.0,2014-2015,I-4633,19660630-0020,60,280,300
1180,3.0,2014-2015,I-4634,19600814-0002,20,240,420
1148,1.0,2014-2015,I-4635,19600814-0002,60,280,280
1143,1.0,2014-2015,I-4636,19650303-0019,40,260,240
1119,3.0,2014-2015,I-4637,19610620-0006,60,280,280
1140,4.0,2015-2016,I-4638,19570826-0012,50,260,420
1136,4.0,2015-2016,I-4639,19660630-0020,40,280,200
1262,2.0,2015-2016,I-4640,19600905-0003,20,240,420
1252,3.0,2015-2016,I-4641,19690408-0009,60,280,280
1160,4.0,2015-2016,I-4642,19580515-0017,40,240,360
1072,1.0,2015-2016,I-4643,19610918-0027,40,260,360
1268,2.0,2015-2016,I-4644,19600529-0021,50,260,420
1192,1.0,2015-2016,I-4645,19580218-0007,20,240,300
1133,1.0,2015-2016,I-4646,19611219-0014,50,260,420
1104,4.0,2015-2016,I-4647,19600529-0021,40,280,200
1083,4.0,2015-2016,I-4648,19620424-0026,40,280,420
1032,2.0,2015-2016,I-4649,19620424-0026,20,280,200
1107,3.0,2016-2017,I-4650,19630126-0001,20,240,360
1030,1.0,2016-2017,I-4651,19560812-0016,60,240,360
1114,1.0,2016-2017,I-4652,19620424-0026,20,260,200
1090,2.0,2016-2017,I-4653,19570828-0008,40,280,200
1239,4.0,2016-2017,I-4654,19600529-0021,60,280,240
1218,4.0,2016-2017,I-4655,19690408-0009,20,280,300
1210,3.0,2016-2017,I-4656,19690917-0022,20,240,300
1132,2.0,2016-2017,I-4657,19561222-0030,60,240,360
1141,3.0,2017-2018,I-4658,19600814-0002,20,240,200
1123,2.0,2017-2018,I-4659,19600814-0002,50,260,280
1092,1.0,2017-2018,I-4660,19610620-0006,40,260,200
1074,3.0,2017-2018,I-4661,19640220-0029,40,280,200
1025,4.0,2017-2018,I-4662,19620831-0024,60,260,360
1296,3.0,2017-2018,I-4663,19561222-0030,20,260,300
1159,2.0,2017-2018,I-4664,19590129-0004,50,240,300
1151,4.0,2017-2018,I-4665,19640220-0029,50,260,420
1122,3.0,2017-2018,I-4666,19570615-0011,40,240,360
1071,2.0,2017-2018,I-4667,19611219-0014,20,240,200
1031,1.0,2017-2018,I-4668,19580218-0007,50,280,420
1083,3.0,2018-2019,I-4669,19560705-0025,60,260,280
1281,2.0,2018-2019,I-4670,19561222-0030,60,260,240
1061,3.0,2018-2019,I-4671,19690513-0015,50,240,280
1220,2.0,2018-2019,I-4672,19690408-0009,50,240,280
1201,4.0,2018-2019,I-4673,19640220-0029,40,280,420
1199,4.0,2018-2019,I-4674,19660630-0020,20,240,300
1124,1.0,2018-2019,I-4675,19660630-0020,40,240,280
1076,2.0,2018-2019,I-4676,19640414-0013,40,280,420
1056,2.0,2018-2019,I-4677,19610620-0006,50,240,420
1271,4.0,2019-2020,I-4678,19650303-0019,60,240,240
1136,1.0,2019-2020,I-4679,19690408-0009,20,260,280
1253,1.0,2019-2020,I-4680,19560705-0025,50,260,280
1237,2.0,2019-2020,I-4681,19610918-0027,60,260,360
1221,2.0,2019-2020,I-4682,19620522-0023,40,240,280
1203,3.0,2019-2020,I-4683,19640414-0013,20,240,240
1086,2.0,2019-2020,I-4684,19640220-0029,60,260,360
1007,3.0,2019-2020,I-4685,19560705-0025,50,240,280
1150,3.0,2020-2021,I-4686,19660630-0020,60,260,420
1258,2.0,2020-2021,I-4687,19570828-0008,60,240,300
1137,1.0,2020-2021,I-4688,19640220-0029,60,240,300
1228,4.0,2020-2021,I-4689,19570615-0011,20,240,300
1226,3.0,2020-2021,I-4690,19690917-0022,60,240,200
1185,3.0,2020-2021,I-4691,19600814-0002,20,240,300
1178,1.0,2020-2021,I-4692,19640220-0029,50,240,360
1232,3.0,2021-2022,I-4693,19640220-0029,40,240,420
1068,1.0,2021-2022,I-4694,19560612-0010,20,280,420
1282,1.0,2021-2022,I-4695,19640414-0013,50,260,420
1160,4.0,2021-2022,I-4696,19680712-0028,40,280,240
1032,4.0,2021-2022,I-4697,19620831-0024,60,240,360
1022,2.0,2021-2022,I-4698,19620831-0024,50,280,240
1286,1.0,2021-2022,I-4699,19640220-0029,50,280,240
1278,3.0,2021-2022,I-4700,19610623-0005,50,240,360
1239,2.0,2021-2022,I-4701,19690408-0009,40,260,360
1212,2.0,2021-2022,I-4702,19610918-0027,50,260,240
1199,4.0,2021-2022,I-4703,19611219-0014,40,240,300
1296,2.0,2022-2023,I-4704,19580515-0017,60,280,300
1053,1.0,2022-2023,I-4705,19561222-0030,20,240,280
1245,1.0,2022-2023,I-4706,19620831-0024,40,260,280
1238,1.0,2022-2023,I-4707,19570828-0008,20,280,240
1170,1.0,2022-2023,I-4708,19620424-0026,50,260,300
1288,4.0,2022-2023,I-4709,19640220-0029,50,240,360
1246,4.0,2022-2023,I-4710,19610918-0027,50,280,240
1186,1.0,2022-2023,I-4711,19560705-0025,60,240,300
1102,2.0,2022-2023,I-4712,19610918-0027,40,260,420
1093,3.0,2022-2023,I-4713,19580515-0017,40,280,420
1058,1.0,2022-2023,I-4714,19600905-0003,20,240,280
1034,2.0,2023-2024,I-4715,19640414-0013,50,260,200
1295,4.0,2023-2024,I-4716,19610623-0005,20,260,200
1279,1.0,2023-2024,I-4717,19690408-0009,40,280,240
1190,2.0,2023-2024,I-4718,19610918-0027,50,280,300
1026,3.0,2023-2024,I-4719,19660630-0020,20,240,300
1247,2.0,2023-2024,I-4720,19630126-0001,60,240,200
1194,2.0,2023-2024,I-4721,19570828-0008,40,240,280
1131,1.0,2023-2024,I-4722,19620424-0026,60,240,360
1121,1.0,2023-2024,I-4723,19600905-0003,40,260,360
1051,4.0,2023-2024,I-4724,19680712-0028,40,240,420
1003,3.0,2023-2024,I-4725,19611219-0014,40,240,300
1266,2.0,2013-2014,I-4726,19690513-0015,20,280,420
1017,3.0,2013-2014,I-4727,19650303-0019,20,260,420
1222,2.0,2013-2014,I-4728,19611219-0014,40,260,280
1117,3.0,2013-2014,I-4729,19640414-0013,20,240,420
1072,1.0,2013-2014,I-4730,19680712-0028,60,260,300
1204,4.0,2013-2014,I-4731,19630126-0001,60,260,360
1137,3.0,2013-2014,I-4732,19590129-0004,60,280,420
1121,3.0,2013-2014,I-4733,19560705-0025,40,260,200
1122,4.0,2013-2014,I-4734,19610918-0027,40,260,280
1113,1.0,2013-2014,I-4735,19570828-0008,40,260,360
1073,4.0,2013-2014,I-4736,19690513-0015,60,260,200
1032,4.0,2014-2015,I-4737,19620831-0024,20,280,240
1201,3.0,2014-2015,I-4738,19600529-0021,60,260,300
1149,3.0,2014-2015,I-4739,19660630-0020,20,240,240
1097,2.0,2014-2015,I-4740,19690408-0009,20,260,420
1258,4.0,2014-2015,I-4741,19580218-0007,40,240,280
1214,2.0,2014-2015,I-4742,19560812-0016,50,280,300
1145,4.0,2014-2015,I-4743,19600905-0003,50,280,300
1096,1.0,2014-2015,I-4744,19601021-0018,20,280,280
1153,1.0,2015-2016,I-4745,19620424-0026,50,240,240
1290,2.0,2015-2016,I-4746,19600905-0003,60,240,240
1270,1.0,2015-2016,I-4747,19600529-0021,40,240,360
1152,4.0,2015-2016,I-4748,19570828-0008,50,280,360
1095,3.0,2015-2016,I-4749,19560612-0010,50,280,420
1177,2.0,2015-2016,I-4750,19620522-0023,40,260,280
1114,4.0,2015-2016,I-4751,19610623-0005,20,280,420
1059,3.0,2015-2016,I-4752,19570828-0008,60,280,360
1025,4.0,2015-2016,I-4753,19600905-0003,20,240,300
1290,1.0,2016-2017,I-4754,19600905-0003,40,240,420
1123,4.0,2016-2017,I-4755,19570828-0008,60,280,300
1049,1.0,2016-2017,I-4756,19630126-0001,40,240,360
