RegistrationID,Course Instance,Student id,Status,Grade
2045,I-4235,19980203-0100,withdrawn,
2046,I-5290,19980203-0100,completed,5.0
2047,I-5400,19980203-0100,not started,
2048,I-5401,19980203-0100,registered,
2049,I-2474,19980203-0100,completed,4.0
2050,I-4139,19980203-0100,not started,
2051,I-3317,19960101-0101,withdrawn,
2052,I-2488,19960101-0101,completed,5.0
2053,I-5426,19960101-0101,registered,
2054,I-2490,19960101-0101,withdrawn,
2055,I-2602,19960101-0101,completed,3.0
2056,I-1240,19960101-0101,completed,5.0
2057,I-1018,19960101-0101,not started,
2058,I-1023,19960101-0101,registered,
2059,I-3733,19950821-0102,completed,5.0
2060,I-374,19950821-0102,registered,
2061,I-375,19950821-0102,withdrawn,
2062,I-376,19950821-0102,registered,
2063,I-3532,19950821-0102,registered,
2064,I-494,19950821-0102,completed,3.0
2065,I-2605,19950821-0102,not started,
2066,I-496,19950821-0102,registered,
2067,I-612,19950821-0102,completed,3.0
2068,I-1768,19950821-0102,completed,5.0
2069,I-3135,19950821-0102,completed,5.0
2070,I-1466,19950821-0102,withdrawn,
2071,I-184,19970806-0103,completed,4.0
2072,I-2293,19970806-0103,completed,3.0
2073,I-3333,19970806-0103,completed,4.0
2074,I-1977,19970806-0103,not started,
2075,I-400,19970806-0103,completed,5.0
2076,I-1251,19970806-0103,not started,
2077,I-3539,19970806-0103,withdrawn,
2078,I-2093,19970806-0103,completed,4.0
2079,I-1575,19970806-0103,completed,3.0
2080,I-2211,19970806-0103,not started,
2081,I-1885,19970806-0103,withdrawn,
2082,I-5133,19970806-0103,not started,
2083,I-2212,19970806-0103,registered,
2084,I-4181,19970806-0103,completed,4.0
2085,I-2207,19970806-0103,not started,
2086,I-4286,19970806-0103,not started,
2087,I-1573,19970806-0103,withdrawn,
2088,I-1355,19960123-0104,withdrawn,
2089,I-4273,19960123-0104,withdrawn,
2090,I-834,19960123-0104,withdrawn,
2091,I-512,19960123-0104,registered,
2092,I-4176,19960123-0104,withdrawn,
2093,I-1570,19960123-0104,completed,3.0
2094,I-1765,19960123-0104,not started,
2095,I-4179,19960123-0104,not started,
2096,I-4283,19960123-0104,completed,4.0
2097,I-3968,19960123-0104,withdrawn,
2098,I-1042,19960123-0104,completed,4.0
2099,I-4287,19960123-0104,registered,
2100,I-3023,19970630-0105,completed,5.0
2101,I-2713,19970630-0105,withdrawn,
2102,I-610,19970630-0105,registered,
2103,I-2715,19970630-0105,registered,
2104,I-2822,19970630-0105,registered,
2105,I-2823,19970630-0105,withdrawn,
2106,I-2308,19970630-0105,withdrawn,
2107,I-2201,19970630-0105,registered,
2108,I-3629,19950316-0106,not started,
2109,I-2916,19950316-0106,not started,
2110,I-5314,19950316-0106,withdrawn,
2111,I-2915,19950316-0106,withdrawn,
2112,I-1648,19950316-0106,withdrawn,
2113,I-381,19950316-0106,not started,
2114,I-275,19950316-0106,completed,3.0
2115,I-4887,19950316-0106,registered,
2116,I-71,19950316-0106,completed,3.0
2117,I-3319,19950316-0106,withdrawn,
2118,I-2926,19950316-0106,not started,
2119,I-3024,19950316-0106,not started,
2120,I-3845,19950316-0106,completed,3.0
2121,I-3026,19950316-0106,not started,
2122,I-2055,19981226-0107,registered,
2123,I-1943,19981226-0107,completed,3.0
2124,I-3708,19981226-0107,withdrawn,
2125,I-1210,19981226-0107,completed,4.0
2126,I-1741,19981226-0107,completed,4.0
2127,I-2059,19981226-0107,registered,
2128,I-2062,19981226-0107,completed,4.0
2129,I-56,19981226-0107,not started,
2130,I-2707,19981226-0107,completed,3.0
2131,I-1647,19981226-0107,registered,
2132,I-491,19981226-0107,registered,
2133,I-705,19981226-0107,registered,
2134,I-3848,19960818-0108,completed,3.0
2135,I-2516,19960818-0108,registered,
2136,I-3853,19960818-0108,not started,
2137,I-3851,19960818-0108,completed,3.0
2138,I-3237,19960818-0108,registered,
2139,I-3858,19960818-0108,not started,
2140,I-3131,19960818-0108,not started,
2141,I-2200,19960818-0108,withdrawn,
2142,I-3855,19960818-0108,not started,
2143,I-5242,19960818-0108,completed,3.0
2144,I-4714,19960818-0108,withdrawn,
2145,I-3656,19960818-0108,not started,
2146,I-3969,19960818-0108,registered,
2147,I-4081,19960818-0108,not started,
2148,I-4291,19960818-0108,registered,
2149,I-2320,19960818-0108,withdrawn,
2150,I-4086,19960818-0108,not started,
2151,I-3292,19970805-0109,registered,
2152,I-2671,19970805-0109,withdrawn,
2153,I-2887,19970805-0109,completed,3.0
2154,I-2886,19970805-0109,withdrawn,
2155,I-1309,19970805-0109,completed,5.0
2156,I-2997,19970805-0109,registered,
2157,I-4139,19970805-0109,not started,
2158,I-3097,19970805-0109,not started,
2159,I-3428,19960118-0110,completed,5.0
2160,I-2920,19960118-0110,registered,
2161,I-4680,19960118-0110,withdrawn,
2162,I-4681,19960118-0110,not started,
2163,I-4169,19960118-0110,withdrawn,
2164,I-4798,19960118-0110,completed,4.0
2165,I-4800,19960118-0110,withdrawn,
2166,I-4804,19960118-0110,registered,
2167,I-4906,19960118-0110,withdrawn,
2168,I-4907,19960118-0110,completed,3.0
2169,I-4911,19960118-0110,completed,4.0
2170,I-5333,19960118-0110,withdrawn,
2171,I-1522,19950511-0111,not started,
2172,I-3105,19950511-0111,withdrawn,
2173,I-1531,19950511-0111,registered,
2174,I-1530,19950511-0111,not started,
2175,I-1529,19950511-0111,completed,4.0
2176,I-1524,19950511-0111,registered,
2177,I-2675,19950511-0111,withdrawn,
2178,I-1730,19950511-0111,not started,
2179,I-1527,19950511-0111,not started,
2180,I-1528,19950511-0111,completed,5.0
2181,I-5412,19950511-0111,not started,
2182,I-1954,19950511-0111,not started,
2183,I-1636,19950511-0111,withdrawn,
2184,I-1634,19950511-0111,not started,
2185,I-1635,19950511-0111,completed,3.0
2186,I-1637,19950511-0111,not started,
2187,I-1641,19950511-0111,completed,4.0
2188,I-1640,19950511-0111,registered,
2189,I-1638,19950511-0111,withdrawn,
2190,I-5011,19990530-0112,withdrawn,
2191,I-5123,19990530-0112,not started,
2192,I-5016,19990530-0112,not started,
2193,I-189,19990530-0112,registered,
2194,I-3137,19990530-0112,completed,4.0
2195,I-720,19990530-0112,not started,
2196,I-5018,19990530-0112,completed,5.0
2197,I-831,19990530-0112,completed,3.0
2198,I-5234,19990530-0112,not started,
2199,I-515,19990530-0112,completed,3.0
2200,I-4073,19990530-0112,completed,4.0
2201,I-5137,19990530-0112,registered,
2202,I-5132,19990530-0112,registered,
2203,I-5038,19990530-0112,withdrawn,
2204,I-5245,19990530-0112,completed,3.0
2205,I-5246,19990530-0112,completed,3.0
2206,I-5247,19990530-0112,completed,5.0
2207,I-3636,19961117-0113,completed,5.0
2208,I-1653,19961117-0113,completed,5.0
2209,I-5322,19961117-0113,withdrawn,
2210,I-76,19961117-0113,withdrawn,
2211,I-5015,19961117-0113,not started,
2212,I-190,19961117-0113,completed,5.0
2213,I-3338,19961117-0113,withdrawn,
2214,I-397,19961117-0113,registered,
2215,I-298,19961117-0113,registered,
2216,I-299,19961117-0113,withdrawn,
2217,I-300,19961117-0113,registered,
2218,I-302,19961117-0113,withdrawn,
2219,I-2051,19981221-0114,registered,
2220,I-793,19981221-0114,registered,
2221,I-995,19981221-0114,not started,
2222,I-2793,19981221-0114,registered,
2223,I-999,19981221-0114,completed,5.0
2224,I-994,19981221-0114,not started,
2225,I-4878,19981221-0114,not started,
2226,I-2585,19981221-0114,completed,3.0
2227,I-1114,19981221-0114,not started,
2228,I-1115,19981221-0114,completed,4.0
2229,I-5416,19981221-0114,not started,
2230,I-2168,19981221-0114,registered,
2231,I-1737,19981221-0114,not started,
2232,I-2173,19981221-0114,registered,
2233,I-1118,19981221-0114,withdrawn,
2234,I-2273,19981221-0114,not started,
2235,I-700,19981221-0114,not started,
2236,I-4354,19981221-0114,registered,
2237,I-1232,19981221-0114,withdrawn,
2238,I-489,19981221-0114,withdrawn,
2239,I-2489,19950924-0115,not started,
2240,I-3621,19950924-0115,registered,
2241,I-4156,19950924-0115,completed,5.0
2242,I-3622,19950924-0115,not started,
2243,I-3737,19950924-0115,registered,
2244,I-3738,19950924-0115,registered,
2245,I-3438,19950924-0115,registered,
2246,I-3739,19950924-0115,registered,
2247,I-3740,19950924-0115,completed,4.0
2248,I-4264,19950924-0115,registered,
2249,I-915,19950924-0115,withdrawn,
2250,I-4797,19950924-0115,withdrawn,
2251,I-4490,19970112-0116,registered,
2252,I-4694,19970112-0116,withdrawn,
2253,I-505,19970112-0116,completed,5.0
2254,I-4700,19970112-0116,completed,5.0
2255,I-4816,19970112-0116,registered,
2256,I-1574,19970112-0116,registered,
2257,I-4819,19970112-0116,withdrawn,
2258,I-4387,19970112-0116,completed,3.0
2259,I-4927,19970112-0116,not started,
2260,I-3664,19970112-0116,not started,
2261,I-106,19970112-0116,registered,
2262,I-1270,19970112-0116,withdrawn,
2263,I-1228,19960911-0117,registered,
2264,I-702,19960911-0117,completed,3.0
2265,I-703,19960911-0117,withdrawn,
2266,I-701,19960911-0117,not started,
2267,I-815,19960911-0117,not started,
2268,I-816,19960911-0117,registered,
2269,I-820,19960911-0117,withdrawn,
2270,I-2717,19960911-0117,not started,
2271,I-925,19960911-0117,completed,4.0
2272,I-927,19960911-0117,withdrawn,
2273,I-829,19960911-0117,not started,
2274,I-2610,19960911-0117,completed,5.0
2275,I-1001,19970925-0118,completed,4.0
2276,I-900,19970925-0118,registered,
2277,I-1003,19970925-0118,completed,5.0
2278,I-1004,19970925-0118,not started,
2279,I-1122,19970925-0118,not started,
2280,I-2595,19970925-0118,completed,5.0
2281,I-3729,19970925-0118,completed,3.0
2282,I-1442,19970925-0118,not started,
2283,I-811,19970925-0118,withdrawn,
2284,I-1235,19970925-0118,registered,
2285,I-1237,19970925-0118,withdrawn,
2286,I-2398,19970925-0118,completed,5.0
2287,I-1239,19970925-0118,completed,3.0
2288,I-2711,19961108-0119,withdrawn,
2289,I-2713,19961108-0119,withdrawn,
2290,I-2717,19961108-0119,registered,
2291,I-1239,19961108-0119,withdrawn,
2292,I-2822,19961108-0119,completed,3.0
2293,I-1470,19961108-0119,completed,3.0
2294,I-1984,19961108-0119,registered,
2295,I-2829,19961108-0119,completed,3.0
2296,I-1965,19960829-0120,not started,
2297,I-3828,19960829-0120,completed,5.0
2298,I-912,19960829-0120,not started,
2299,I-3322,19960829-0120,completed,4.0
2300,I-3945,19960829-0120,registered,
2301,I-3946,19960829-0120,completed,4.0
2302,I-3948,19960829-0120,not started,
2303,I-3949,19960829-0120,registered,
2304,I-3633,19960829-0120,not started,
2305,I-3952,19960829-0120,not started,
2306,I-916,19960829-0120,not started,
2307,I-1243,19960829-0120,completed,3.0
2308,I-4481,19960829-0120,not started,
2309,I-929,19960829-0120,registered,
2310,I-4065,19960829-0120,registered,
2311,I-1770,19960829-0120,not started,
2312,I-4070,19960829-0120,withdrawn,
2313,I-2300,19990317-0121,completed,5.0
2314,I-3336,19990317-0121,completed,3.0
2315,I-4591,19990317-0121,not started,
2316,I-3445,19990317-0121,withdrawn,
2317,I-301,19990317-0121,registered,
2318,I-5452,19990317-0121,registered,
2319,I-4080,19990317-0121,completed,4.0
2320,I-5135,19990317-0121,not started,
2321,I-994,19990521-0122,completed,4.0
2322,I-4666,19990521-0122,completed,5.0
2323,I-4978,19990521-0122,completed,4.0
2324,I-795,19990521-0122,completed,5.0
2325,I-5092,19990521-0122,completed,5.0
2326,I-2689,19990521-0122,completed,3.0
2327,I-5094,19990521-0122,withdrawn,
2328,I-5097,19990521-0122,withdrawn,
2329,I-380,19990521-0122,completed,4.0
2330,I-5210,19990521-0122,withdrawn,
2331,I-4044,19990521-0122,completed,4.0
2332,I-4261,19990521-0122,not started,
2333,I-1563,19950709-0123,withdrawn,
2334,I-1028,19950709-0123,withdrawn,
2335,I-1029,19950709-0123,registered,
2336,I-1031,19950709-0123,withdrawn,
2337,I-5226,19950709-0123,registered,
2338,I-1984,19950709-0123,not started,
2339,I-1034,19950709-0123,withdrawn,
2340,I-1981,19950709-0123,completed,4.0
2341,I-1037,19950709-0123,registered,
2342,I-291,19950709-0123,not started,
2343,I-1150,19950709-0123,registered,
2344,I-1151,19950709-0123,completed,5.0
2345,I-1153,19950709-0123,withdrawn,
2346,I-1159,19950709-0123,not started,
2347,I-3358,19950709-0123,not started,
2348,I-3464,19950709-0123,not started,
2349,I-3559,19950709-0123,not started,
2350,I-1266,19950709-0123,not started,
2351,I-5318,19950214-0124,not started,
2352,I-5319,19950214-0124,not started,
2353,I-5320,19950214-0124,completed,4.0
2354,I-4267,19950214-0124,withdrawn,
2355,I-5436,19950214-0124,registered,
2356,I-3239,19950214-0124,not started,
2357,I-5438,19950214-0124,completed,4.0
2358,I-5439,19950214-0124,withdrawn,
2359,I-3819,19950817-0125,completed,4.0
2360,I-3820,19950817-0125,not started,
2361,I-3826,19950817-0125,registered,
2362,I-3824,19950817-0125,registered,
2363,I-3933,19950817-0125,registered,
2364,I-2921,19950817-0125,registered,
2365,I-3938,19950817-0125,withdrawn,
2366,I-2599,19950817-0125,registered,
2367,I-4052,19950817-0125,not started,
2368,I-4054,19950817-0125,completed,3.0
2369,I-1343,19950817-0125,completed,5.0
2370,I-2500,19950817-0125,registered,
2371,I-1652,19990405-0126,registered,
2372,I-1236,19990405-0126,withdrawn,
2373,I-3840,19990405-0126,not started,
2374,I-290,19990405-0126,withdrawn,
2375,I-3955,19990405-0126,registered,
2376,I-3958,19990405-0126,registered,
2377,I-2194,19990405-0126,completed,3.0
2378,I-3233,19990405-0126,registered,
2379,I-4072,19990405-0126,completed,3.0
2380,I-3047,19990405-0126,withdrawn,
2381,I-1151,19990405-0126,withdrawn,
2382,I-2944,19990405-0126,not started,
2383,I-1319,19970422-0127,registered,
2384,I-2485,19970422-0127,not started,
2385,I-2064,19970422-0127,registered,
2386,I-1327,19970422-0127,not started,
2387,I-1440,19970422-0127,not started,
2388,I-1441,19970422-0127,registered,
2389,I-807,19970422-0127,completed,4.0
2390,I-1448,19970422-0127,withdrawn,
2391,I-2252,19950225-0128,not started,
2392,I-2458,19950225-0128,completed,4.0
2393,I-4654,19950225-0128,not started,
2394,I-4022,19950225-0128,not started,
2395,I-894,19950225-0128,not started,
2396,I-2370,19950225-0128,completed,5.0
2397,I-4548,19950225-0128,registered,
2398,I-2056,19950225-0128,not started,
2399,I-352,19980410-0129,withdrawn,
2400,I-2037,19980410-0129,registered,
2401,I-5186,19980410-0129,withdrawn,
2402,I-2039,19980410-0129,completed,3.0
2403,I-4977,19980410-0129,completed,5.0
2404,I-3918,19980410-0129,registered,
2405,I-3919,19980410-0129,registered,
2406,I-790,19980410-0129,completed,4.0
2407,I-4034,19980410-0129,completed,5.0
2408,I-4035,19980410-0129,withdrawn,
2409,I-3012,19980410-0129,completed,4.0
2410,I-4350,19980410-0129,withdrawn,
2411,I-4036,19980410-0129,completed,5.0
2412,I-1739,19980410-0129,not started,
2413,I-4040,19980410-0129,withdrawn,
2414,I-4039,19980410-0129,registered,
2415,I-2284,19980617-0130,completed,4.0
2416,I-2286,19980617-0130,registered,
2417,I-2285,19980617-0130,withdrawn,
2418,I-1443,19980617-0130,registered,
2419,I-2396,19980617-0130,withdrawn,
2420,I-286,19980617-0130,completed,3.0
2421,I-2403,19980617-0130,not started,
2422,I-2402,19980617-0130,completed,3.0
2423,I-383,19970117-0131,not started,
2424,I-3222,19970117-0131,registered,
2425,I-388,19970117-0131,registered,
2426,I-4805,19970117-0131,withdrawn,
2427,I-386,19970117-0131,not started,
2428,I-4689,19970117-0131,not started,
2429,I-5524,19970117-0131,completed,3.0
2430,I-1551,19970117-0131,withdrawn,
2431,I-5480,19970117-0131,registered,
2432,I-392,19970117-0131,completed,5.0
2433,I-4903,19970117-0131,not started,
2434,I-5502,19970117-0131,not started,
2435,I-4688,19970117-0131,completed,3.0
2436,I-503,19970117-0131,withdrawn,
2437,I-506,19970117-0131,not started,
2438,I-2725,19970117-0131,not started,
2439,I-5481,19970117-0131,registered,
2440,I-620,19970117-0131,withdrawn,
2441,I-1039,19970117-0131,completed,3.0
2442,I-2836,19970117-0131,completed,5.0
2443,I-622,19970117-0131,registered,
2444,I-5112,19950225-0132,withdrawn,
2445,I-701,19950225-0132,completed,5.0
2446,I-1851,19950225-0132,registered,
2447,I-2700,19950225-0132,not started,
2448,I-815,19950225-0132,completed,4.0
2449,I-1340,19950225-0132,withdrawn,
2450,I-817,19950225-0132,completed,5.0
2451,I-388,19950225-0132,registered,
2452,I-818,19950225-0132,registered,
2453,I-820,19950225-0132,completed,3.0
2454,I-826,19950225-0132,not started,
2455,I-821,19950225-0132,withdrawn,
2456,I-822,19950225-0132,not started,
2457,I-5222,19950225-0132,registered,
2458,I-925,19950225-0132,registered,
2459,I-927,19950225-0132,not started,
2460,I-504,19950225-0132,not started,
2461,I-4815,19950225-0132,withdrawn,
2462,I-880,19961005-0133,registered,
2463,I-1308,19961005-0133,not started,
2464,I-1830,19961005-0133,registered,
2465,I-3608,19961005-0133,not started,
2466,I-1831,19961005-0133,not started,
2467,I-997,19961005-0133,completed,5.0
2468,I-3507,19960809-0134,registered,
2469,I-254,19960809-0134,registered,
2470,I-4339,19960809-0134,registered,
2471,I-46,19960809-0134,withdrawn,
2472,I-5412,19960809-0134,registered,
2473,I-2910,19960809-0134,not started,
2474,I-162,19960809-0134,withdrawn,
2475,I-163,19960809-0134,completed,3.0
2476,I-164,19960809-0134,not started,
2477,I-4676,19960809-0134,completed,3.0
2478,I-166,19960809-0134,completed,4.0
2479,I-167,19960809-0134,completed,3.0
2480,I-168,19960809-0134,not started,
2481,I-272,19960809-0134,not started,
2482,I-4263,19960809-0134,completed,4.0
2483,I-274,19960809-0134,registered,
2484,I-278,19960809-0134,completed,5.0
2485,I-5112,19990713-0135,registered,
2486,I-702,19990713-0135,completed,3.0
2487,I-707,19990713-0135,completed,3.0
2488,I-706,19990713-0135,completed,3.0
2489,I-2925,19990713-0135,withdrawn,
2490,I-816,19990713-0135,registered,
2491,I-388,19990713-0135,completed,4.0
2492,I-825,19990713-0135,completed,5.0
2493,I-925,19990713-0135,completed,4.0
2494,I-927,19990713-0135,withdrawn,
2495,I-295,19990713-0135,withdrawn,
2496,I-931,19990713-0135,withdrawn,
2497,I-5301,19990626-0136,registered,
2498,I-5303,19990626-0136,completed,5.0
2499,I-5304,19990626-0136,withdrawn,
2500,I-3517,19990626-0136,not started,
2501,I-5417,19990626-0136,registered,
2502,I-1445,19990626-0136,withdrawn,
2503,I-600,19990626-0136,not started,
2504,I-5425,19990626-0136,completed,3.0
2505,I-1300,19980203-0137,not started,
2506,I-3701,19980203-0137,completed,4.0
2507,I-1306,19980203-0137,completed,5.0
2508,I-1307,19980203-0137,not started,
2509,I-4449,19980203-0137,withdrawn,
2510,I-2789,19980203-0137,completed,4.0
2511,I-1425,19980203-0137,completed,3.0
2512,I-470,19980203-0137,not started,
2513,I-2883,19980720-0138,registered,
2514,I-886,19980720-0138,completed,3.0
2515,I-143,19980720-0138,not started,
2516,I-2891,19980720-0138,registered,
2517,I-577,19980720-0138,registered,
2518,I-1317,19980720-0138,registered,
2519,I-4454,19980720-0138,not started,
2520,I-5403,19980720-0138,completed,4.0
2521,I-2901,19980720-0138,registered,
2522,I-3003,19980720-0138,registered,
2523,I-2376,19980720-0138,withdrawn,
2524,I-3004,19980720-0138,registered,
2525,I-4774,19951130-0139,completed,4.0
2526,I-4458,19951130-0139,not started,
2527,I-5096,19951130-0139,registered,
2528,I-3932,19951130-0139,registered,
2529,I-2807,19951130-0139,withdrawn,
2530,I-3122,19951130-0139,registered,
2531,I-5108,19951130-0139,registered,
2532,I-5107,19951130-0139,completed,4.0
2533,I-4586,19951130-0139,completed,4.0
2534,I-5217,19951130-0139,withdrawn,
2535,I-3325,19951130-0139,not started,
2536,I-5219,19951130-0139,completed,5.0
2537,I-1001,19950317-0140,registered,
2538,I-900,19950317-0140,completed,4.0
2539,I-4462,19950317-0140,registered,
2540,I-1004,19950317-0140,completed,5.0
2541,I-1122,19950317-0140,completed,5.0
2542,I-3729,19950317-0140,not started,
2543,I-69,19950317-0140,registered,
2544,I-706,19950317-0140,withdrawn,
2545,I-1123,19950317-0140,withdrawn,
2546,I-4901,19950317-0140,withdrawn,
2547,I-2398,19950317-0140,registered,
2548,I-1236,19950317-0140,not started,
2549,I-1559,19950317-0140,not started,
2550,I-4229,19980421-0141,withdrawn,
2551,I-1932,19980421-0141,registered,
2552,I-1933,19980421-0141,registered,
2553,I-1934,19980421-0141,completed,5.0
2554,I-1097,19980421-0141,withdrawn,
2555,I-1935,19980421-0141,not started,
2556,I-1937,19980421-0141,withdrawn,
2557,I-3399,19980421-0141,not started,
2558,I-1939,19980421-0141,registered,
2559,I-4666,19980421-0141,withdrawn,
2560,I-357,19980421-0141,withdrawn,
2561,I-3603,19980421-0141,completed,3.0
2562,I-1726,19980421-0141,not started,
2563,I-2057,19980421-0141,completed,3.0
2564,I-1424,19980421-0141,completed,3.0
2565,I-3404,19980421-0141,not started,
2566,I-3402,19980421-0141,not started,
2567,I-2053,19980421-0141,completed,5.0
2568,I-2052,19980421-0141,completed,3.0
2569,I-2167,19980421-0141,registered,
2570,I-5202,19980421-0141,not started,
2571,I-2169,19980421-0141,not started,
2572,I-2687,19980421-0141,completed,3.0
2573,I-4686,19960406-0142,not started,
2574,I-1971,19960406-0142,registered,
2575,I-4690,19960406-0142,completed,5.0
2576,I-4691,19960406-0142,completed,4.0
2577,I-1668,19960406-0142,withdrawn,
2578,I-3750,19960406-0142,completed,5.0
2579,I-1463,19960406-0142,completed,4.0
2580,I-4810,19960406-0142,registered,
2581,I-4918,19960406-0142,withdrawn,
2582,I-4921,19960406-0142,registered,
2583,I-4922,19960406-0142,not started,
2584,I-2830,19960406-0142,withdrawn,
2585,I-4693,19950604-0143,registered,
2586,I-2615,19950604-0143,withdrawn,
2587,I-505,19950604-0143,not started,
2588,I-4698,19950604-0143,not started,
2589,I-1570,19950604-0143,withdrawn,
2590,I-4597,19950604-0143,registered,
2591,I-5122,19950604-0143,not started,
2592,I-2609,19950604-0143,not started,
2593,I-3848,19950604-0143,completed,5.0
2594,I-4714,19950604-0143,not started,
2595,I-1574,19950604-0143,not started,
2596,I-2524,19950604-0143,completed,5.0
2597,I-4818,19950604-0143,withdrawn,
2598,I-850,19950604-0143,completed,5.0
2599,I-4929,19950604-0143,withdrawn,
2600,I-4934,19950604-0143,completed,3.0
2601,I-1161,19950604-0143,registered,
2602,I-469,19971113-0144,registered,
2603,I-4333,19971113-0144,completed,3.0
2604,I-4335,19971113-0144,registered,
2605,I-4033,19971113-0144,completed,4.0
2606,I-4455,19971113-0144,registered,
2607,I-3932,19971113-0144,registered,
2608,I-4457,19971113-0144,completed,4.0
2609,I-4459,19971113-0144,completed,5.0
2610,I-1014,19971113-0144,completed,5.0
2611,I-4570,19971113-0144,not started,
2612,I-4569,19971113-0144,completed,3.0
2613,I-4571,19971113-0144,registered,
2614,I-4376,19980928-0145,withdrawn,
2615,I-2201,19980928-0145,completed,5.0
2616,I-3444,19980928-0145,withdrawn,
2617,I-4384,19980928-0145,completed,5.0
2618,I-2620,19980928-0145,completed,5.0
2619,I-1360,19980928-0145,withdrawn,
2620,I-4495,19980928-0145,registered,
2621,I-4498,19980928-0145,withdrawn,
2622,I-4608,19980928-0145,withdrawn,
2623,I-2218,19980928-0145,registered,
2624,I-4610,19980928-0145,completed,3.0
2625,I-4614,19980928-0145,withdrawn,
2626,I-4669,19970619-0146,registered,
2627,I-2687,19970619-0146,registered,
2628,I-4671,19970619-0146,registered,
2629,I-1847,19970619-0146,completed,5.0
2630,I-4568,19970619-0146,registered,
2631,I-4787,19970619-0146,withdrawn,
2632,I-4788,19970619-0146,withdrawn,
2633,I-809,19970619-0146,completed,5.0
2634,I-4896,19970619-0146,withdrawn,
2635,I-1860,19970619-0146,not started,
2636,I-4901,19970619-0146,registered,
2637,I-4480,19970619-0146,completed,3.0
2638,I-1009,19980920-0147,not started,
2639,I-4466,19980920-0147,completed,3.0
2640,I-1011,19980920-0147,registered,
2641,I-1445,19980920-0147,completed,5.0
2642,I-2186,19980920-0147,withdrawn,
2643,I-1133,19980920-0147,withdrawn,
2644,I-1132,19980920-0147,registered,
2645,I-1136,19980920-0147,registered,
2646,I-4489,19980920-0147,not started,
2647,I-724,19980920-0147,withdrawn,
2648,I-1248,19980920-0147,registered,
2649,I-1247,19980920-0147,not started,
2650,I-4589,19950818-0148,not started,
2651,I-4916,19950818-0148,not started,
2652,I-91,19950818-0148,withdrawn,
2653,I-834,19950818-0148,completed,5.0
2654,I-512,19950818-0148,registered,
2655,I-4178,19950818-0148,withdrawn,
2656,I-4697,19950818-0148,withdrawn,
2657,I-3648,19950818-0148,completed,3.0
2658,I-4283,19950818-0148,registered,
2659,I-4284,19950818-0148,registered,
2660,I-1361,19950818-0148,not started,
2661,I-4289,19950818-0148,not started,
2662,I-3936,19980804-0149,withdrawn,
2663,I-1751,19980804-0149,completed,3.0
2664,I-2703,19980804-0149,completed,4.0
2665,I-178,19980804-0149,withdrawn,
2666,I-2190,19980804-0149,not started,
2667,I-5221,19980804-0149,not started,
2668,I-2814,19980804-0149,withdrawn,
2669,I-3842,19980804-0149,not started,
2670,I-483,19950331-0150,registered,
2671,I-4993,19950331-0150,registered,
2672,I-4994,19950331-0150,completed,4.0
2673,I-4997,19950331-0150,completed,5.0
2674,I-5113,19950331-0150,completed,3.0
2675,I-5114,19950331-0150,registered,
2676,I-501,19950331-0150,withdrawn,
2677,I-5116,19950331-0150,registered,
2678,I-5226,19950331-0150,registered,
2679,I-2933,19950331-0150,completed,3.0
2680,I-2825,19950331-0150,registered,
2681,I-4275,19950331-0150,completed,4.0
2682,I-3422,19960607-0151,completed,3.0
2683,I-1545,19960607-0151,registered,
2684,I-3425,19960607-0151,registered,
2685,I-4887,19960607-0151,not started,
2686,I-3527,19960607-0151,withdrawn,
2687,I-3529,19960607-0151,completed,5.0
2688,I-3531,19960607-0151,registered,
2689,I-493,19960607-0151,not started,
2690,I-4669,19961024-0152,not started,
2691,I-4671,19961024-0152,withdrawn,
2692,I-2279,19961024-0152,completed,5.0
2693,I-4040,19961024-0152,registered,
2694,I-4157,19961024-0152,not started,
2695,I-4787,19961024-0152,registered,
2696,I-4789,19961024-0152,withdrawn,
2697,I-809,19961024-0152,completed,3.0
2698,I-4788,19961024-0152,withdrawn,
2699,I-4796,19961024-0152,registered,
2700,I-5215,19961024-0152,not started,
2701,I-4793,19961024-0152,withdrawn,
2702,I-4681,19961024-0152,registered,
2703,I-703,19961024-0152,not started,
2704,I-4896,19961024-0152,registered,
2705,I-3332,19961024-0152,withdrawn,
2706,I-391,19961024-0152,completed,3.0
2707,I-3534,19961024-0152,registered,
2708,I-5292,19961222-0153,completed,5.0
2709,I-3003,19961222-0153,not started,
2710,I-5296,19961222-0153,registered,
2711,I-5294,19961222-0153,registered,
2712,I-3212,19961222-0153,registered,
2713,I-4251,19961222-0153,withdrawn,
2714,I-4987,19961222-0153,completed,5.0
2715,I-3009,19961222-0153,registered,
2716,I-4550,19990226-0154,completed,3.0
2717,I-1208,19990226-0154,not started,
2718,I-890,19990226-0154,withdrawn,
2719,I-5404,19990226-0154,not started,
2720,I-3606,19990226-0154,registered,
2721,I-2264,19990226-0154,registered,
2722,I-3409,19990226-0154,withdrawn,
2723,I-5407,19990226-0154,not started,
2724,I-3407,19990226-0154,registered,
2725,I-3411,19990226-0154,registered,
2726,I-2687,19990226-0154,withdrawn,
2727,I-1534,19990226-0154,withdrawn,
2728,I-3414,19990226-0154,withdrawn,
2729,I-3518,19990226-0154,registered,
2730,I-4241,19980329-0155,not started,
2731,I-4981,19980329-0155,not started,
2732,I-358,19980329-0155,completed,4.0
